fdc_id,protein_g,fat_g,carbs_g,calories,description
173802,7.8,0.38,20.88,115.0,"Lima beans, large, mature seeds, cooked, boiled, with salt"
173803,8.04,0.38,23.31,126.0,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt"
173804,15.57,2.92,9.29,116.0,"Lupins, mature seeds, cooked, boiled, with salt"
173805,7.81,0.55,20.96,117.0,"Mothbeans, mature seeds, cooked, boiled, with salt"
173806,24.35,49.66,21.26,587.0,"Peanuts, all types, dry-roasted, without salt"
173807,28.01,49.04,17.45,579.0,"Peanuts, spanish, oil-roasted, without salt"
173808,27.04,51.24,16.3,589.0,"Peanuts, valencia, oil-roasted, without salt"
173809,25.87,48.62,19.86,578.0,"Peanuts, virginia, oil-roasted, without salt"
173810,19.98,6.88,0.0,142.0,"Lamb, New Zealand, imported, loin chop, separable lean only, raw"
173811,29.31,8.24,0.0,199.0,"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled"
173812,18.12,18.52,0.13,240.0,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw"
173813,22.06,18.29,0.04,253.0,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted"
173814,34.06,15.5,0.0,285.0,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised"
173815,19.35,6.77,0.0,144.0,"Veal, composite of trimmed retail cuts, separable lean and fat, raw"
173816,30.1,11.39,0.0,231.0,"Veal, composite of trimmed retail cuts, separable lean and fat, cooked"
173817,20.2,2.87,0.0,112.0,"Veal, composite of trimmed retail cuts, separable lean only, raw"
173818,36.16,6.33,0.0,211.0,"Veal, leg (top round), separable lean and fat, cooked, braised"
173819,27.29,9.18,9.91,238.0,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded"
173820,31.75,8.35,0.0,211.0,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded"
173821,27.7,4.65,0.0,160.0,"Veal, leg (top round), separable lean and fat, cooked, roasted"
173822,28.07,3.39,0.0,150.0,"Veal, leg (top round), separable lean only, cooked, roasted"
173823,20.07,10.07,0.07,177.0,"Veal, loin, separable lean and fat, raw"
173824,30.19,17.21,0.0,284.0,"Veal, loin, separable lean and fat, cooked, braised"
173825,24.8,12.32,0.0,217.0,"Veal, loin, separable lean and fat, cooked, roasted"
173826,21.85,2.9,0.0,114.0,"Veal, loin, separable lean only, raw"
173827,23.96,13.96,0.0,228.0,"Veal, rib, separable lean and fat, cooked, roasted"
173828,19.97,3.89,0.0,120.0,"Veal, rib, separable lean only, raw"
173829,34.44,7.81,0.0,218.0,"Veal, rib, separable lean only, cooked, braised"
173830,25.76,7.44,0.0,177.0,"Veal, rib, separable lean only, cooked, roasted"
173831,33.68,6.1,0.0,199.0,"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised"
173832,25.81,6.62,0.0,170.0,"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted"
173833,19.34,5.44,0.0,132.0,"Veal, shoulder, arm, separable lean and fat, raw"
173834,33.63,10.24,0.0,236.0,"Veal, shoulder, arm, separable lean and fat, cooked, braised"
173835,18.72,7.61,0.03,148.0,"Veal, shoulder, blade chop, separable lean and fat, raw"
173836,31.26,10.09,0.0,225.0,"Veal, shoulder, blade, separable lean and fat, cooked, braised"
173837,25.15,8.67,0.0,186.0,"Veal, shoulder, blade, separable lean and fat, cooked, roasted"
173838,19.6,2.88,0.0,110.0,"Veal, shoulder, blade chop, separable lean only, raw"
173839,32.66,6.48,0.0,198.0,"Veal, shoulder, blade, separable lean only, cooked, braised"
173840,20.2,2.59,0.0,110.0,"Veal, sirloin, separable lean only, raw"
173841,33.96,6.51,0.0,204.0,"Veal, sirloin, separable lean only, cooked, braised"
173842,26.32,6.22,0.0,168.0,"Veal, sirloin, separable lean only, cooked, roasted"
173843,20.27,2.5,0.0,109.0,"Veal, cubed for stew (leg and shoulder), separable lean only, raw"
173844,29.45,2.67,0.0,150.0,"Game meat, antelope, cooked, roasted"
173845,20.1,8.3,0.0,161.0,"Game meat, bear, raw"
173846,32.42,13.39,0.0,259.0,"Game meat, bear, cooked, simmered"
173847,25.45,8.62,0.0,179.0,"Bison, ground, grass-fed, cooked"
173848,30.66,6.32,0.0,188.0,"Game meat, beefalo, composite of cuts, cooked, roasted"
173849,9.91,52.17,0.0,509.0,"Veal, Australian, separable fat, raw"
173850,19.6,13.1,1.15,201.0,"Veal, Australian, rib, rib roast, separable lean and fat, raw"
173851,21.62,1.84,0.0,109.0,"Game meat, bison, separable lean only, raw"
173852,28.44,2.42,0.0,143.0,"Game meat, bison, separable lean only, cooked, roasted"
173853,22.63,3.36,0.0,127.0,"Game meat, caribou, raw"
173854,29.77,4.42,0.0,167.0,"Game meat, caribou, cooked, roasted"
173855,22.96,2.42,0.0,120.0,"Game meat, deer, raw"
173856,15.3,19.87,0.73,247.0,"Bologna, pork"
173857,11.42,16.05,4.68,209.0,"Bologna, turkey"
173858,18.01,17.56,4.05,158.0,Chicken spread
173859,13.63,25.1,3.78,296.0,"Sausage, pork, chorizo, link or ground, raw"
173860,22.9,6.1,0.0,153.0,"Corned beef loaf, jellied"
173861,12.0,22.91,3.93,273.0,"Dutch brand loaf, chicken, pork and beef"
173862,11.69,28.1,2.97,315.0,"Frankfurter, beef, unheated"
173863,16.85,4.04,0.7,107.0,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)"
173864,16.6,8.8,3.63,164.0,"Ham, sliced, regular (approximately 11% fat)"
173865,16.28,20.68,1.84,263.0,"Ham, minced"
173866,8.68,15.53,10.64,216.0,Ham salad spread
173867,11.1,27.7,3.2,307.0,"Knackwurst, knockwurst, pork, beef"
173868,19.03,10.44,0.44,172.0,"Lebanon bologna, beef"
173869,15.2,25.6,2.1,304.0,"Liver cheese, pork"
173870,14.1,28.5,2.2,326.0,"Liver sausage, liverwurst, pork"
173871,23.89,10.44,0.0,196.0,"Sausage, turkey, fresh, cooked"
173872,11.33,22.73,5.61,272.0,"Bologna, chicken, pork, beef"
173873,10.31,30.61,4.19,336.0,"Bologna, chicken, pork"
173874,17.4,1.86,2.92,98.0,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged"
173875,9.72,24.18,5.02,277.0,"Frankfurter, meat and poultry, unheated"
173876,13.46,37.25,0.69,392.0,"Pork sausage, link/patty, fully cooked, unheated"
173877,12.45,29.68,5.03,337.0,"Kielbasa, fully cooked, grilled"
173878,12.36,29.43,4.78,333.0,"Kielbasa, fully cooked, pan-fried"
173879,10.84,29.63,3.72,325.0,"Kielbasa, fully cooked, unheated"
173880,21.43,4.46,14.25,183.0,"Sausage, chicken or turkey, Italian style,  lower sodium"
173881,18.52,2.71,10.7,141.0,"Ham, smoked, extra lean, low sodium"
173882,9.41,22.35,8.13,271.0,"Pork sausage, reduced sodium, cooked"
173883,10.71,26.79,0.11,284.0,"Sausage, pork, turkey, and beef, reduced sodium"
173884,12.4,6.6,73.2,372.0,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS"
173885,4.8,4.1,85.7,397.0,"Cereals ready-to-eat, POST, COCOA PEBBLES"
173886,6.37,4.06,83.68,331.0,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN"
173887,6.69,1.26,86.22,383.0,"Cereals ready-to-eat, RALSTON CRISP RICE"
173888,9.9,2.1,80.5,328.0,"Cereals ready-to-eat, POST Bran Flakes"
173889,6.01,2.93,86.63,394.0,"Cereals ready-to-eat, POST, Honeycomb Cereal"
173890,6.41,3.44,83.85,381.0,"Cereals ready-to-eat, QUAKER, KING VITAMAN"
173891,9.98,4.43,77.74,374.0,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain"
173892,10.55,11.62,73.65,421.0,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey"
173893,10.71,5.36,75.96,395.0,"Cereals ready-to-eat, RALSTON TASTEEOS"
173894,8.5,2.9,83.6,373.0,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat"
173895,3.32,0.35,90.59,385.0,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS"
173896,29.1,10.7,49.6,382.0,"Cereals ready-to-eat, wheat germ, toasted, plain"
173897,1.58,0.49,15.95,74.0,"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt"
173898,8.98,5.46,72.96,363.0,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry"
173899,9.93,1.73,75.39,340.0,"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry"
173900,6.3,0.5,82.4,370.0,"Cereals, CREAM OF RICE, dry"
173901,10.5,1.5,76.5,370.0,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry"
173902,1.84,0.24,13.08,62.0,"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt"
173903,11.8,0.7,77.25,365.0,"Cereals, MALT-O-MEAL, original, plain, dry"
173904,13.15,6.52,67.7,379.0,"Cereals, oats, regular and quick, not fortified, dry"
173905,2.54,1.52,12.0,71.0,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt"
173906,2.37,1.21,18.95,96.0,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water"
173907,9.2,4.63,76.91,368.0,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry"
173908,1.98,0.95,17.91,88.0,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water"
173909,6.94,3.53,82.77,387.0,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS"
173910,11.37,2.01,78.96,337.0,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit"
173911,11.8,2.1,81.4,351.0,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size"
173912,6.3,0.5,89.8,402.0,"Cereals ready-to-eat, rice, puffed, fortified"
173913,14.7,1.2,79.6,364.0,"Cereals ready-to-eat, wheat, puffed, fortified"
173914,0.9,0.1,11.5,52.0,"Cereals, CREAM OF RICE, cooked with water, with salt"
173915,1.46,0.21,10.66,50.0,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt"
173916,10.6,0.5,78.0,369.0,"Cereals, farina, unenriched, dry"
173917,1.82,0.34,10.92,53.0,"Cereals, farina, enriched, cooked with water, with salt"
173918,7.8,1.9,83.8,352.0,"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size"
173919,6.5,5.3,81.6,395.0,"Cereals ready-to-eat, POST SELECTS Blueberry Morning"
173920,9.25,4.73,76.67,386.0,"Cereals, oats, instant, fortified, maple and brown sugar, dry"
173921,7.63,5.61,80.1,376.0,"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal"
173922,16.37,6.2,64.25,361.0,"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar"
173923,16.5,6.16,64.42,361.0,"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread"
173924,10.1,9.84,68.61,387.0,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry"
173925,12.02,11.02,66.73,394.0,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry"
173926,16.5,6.28,64.21,361.0,"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon"
173927,8.18,1.83,80.91,373.0,"Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS"
173928,0.26,0.36,13.64,53.0,"Apples, raw, without skin, cooked, boiled"
173929,0.28,0.42,14.41,56.0,"Apples, raw, without skin, cooked, microwave"
173930,0.18,0.43,16.84,67.0,"Apples, canned, sweetened, sliced, drained, heated"
173931,1.32,0.58,93.53,346.0,"Apples, dehydrated (low moisture), sulfured, uncooked"
173932,0.29,0.33,12.0,47.0,"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)"
173933,0.1,0.13,11.3,46.0,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid"
173934,0.51,0.37,41.0,166.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid"
173935,0.14,0.1,11.54,47.0,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid"
173936,0.69,0.03,5.48,22.0,"Apricots, canned, water pack, without skin, solids and liquids"
173937,0.63,0.04,12.34,48.0,"Apricots, canned, juice pack, with skin, solids and liquids"
173938,0.6,0.1,12.5,49.0,"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)"
173939,0.53,0.05,16.49,63.0,"Apricots, canned, light syrup pack, with skin, solids and liquids"
173940,1.93,0.24,32.62,126.0,"Apricots, dehydrated (low-moisture), sulfured, stewed"
173941,3.39,0.51,62.64,241.0,"Apricots, dried, sulfured, uncooked"
173942,1.2,0.18,22.15,85.0,"Apricots, dried, sulfured, stewed, without added sugar"
173943,1.17,0.15,29.26,113.0,"Apricots, dried, sulfured, stewed, with added sugar"
173944,1.09,0.33,22.84,89.0,"Bananas, raw"
173945,3.89,1.81,88.28,346.0,"Bananas, dehydrated, or banana powder"
173946,1.39,0.49,9.61,43.0,"Blackberries, raw"
173947,0.3,0.6,7.8,38.0,"Blackberry juice, canned"
173948,0.65,0.33,22.06,88.0,"Blueberries, canned, heavy syrup, solids and liquids"
173949,0.0,0.16,13.85,57.0,"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)"
173950,0.42,0.64,12.17,51.0,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)"
173951,0.4,0.13,21.95,85.0,"Blueberries, frozen, sweetened"
173952,0.5,1.3,13.63,62.0,"Carissa, (natal-plum), raw"
173953,1.57,0.68,17.71,75.0,"Cherimoya, raw"
173954,1.0,0.3,12.18,50.0,"Cherries, sour, red, raw"
173955,0.77,0.1,8.94,36.0,"Cherries, sour, red, canned, water pack, solids and liquids"
173956,0.74,0.1,19.3,75.0,"Cherries, sour, red, canned, light syrup pack, solids and liquids"
173957,0.77,0.13,11.76,46.0,"Cherries, sweet, canned, water pack, solids and liquids"
173958,0.91,0.02,13.81,54.0,"Cherries, sweet, canned, juice pack, solids and liquids"
173959,0.61,0.15,17.29,67.0,"Cherries, sweet, canned, light syrup pack, solids and liquids"
173960,0.6,0.15,21.27,83.0,"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids"
173961,0.9,0.15,40.4,159.0,"Cranberry sauce, canned, sweetened"
173962,0.3,0.1,46.2,178.0,"Cranberry-orange relish, canned"
173963,1.4,0.41,15.38,63.0,"Currants, european black, raw"
173964,1.4,0.2,13.8,56.0,"Currants, red and white, raw"
173965,20.85,6.11,0.0,138.0,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw"
173966,20.19,12.3,0.0,191.0,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw"
173967,5.54,68.07,0.97,639.0,"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw"
173968,5.16,67.33,0.0,627.0,"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw"
173969,20.53,7.63,0.01,151.0,"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw"
173970,21.79,4.87,0.0,131.0,"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw"
173971,21.4,4.93,0.0,130.0,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw"
173972,22.41,4.43,0.0,129.0,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw"
173973,18.87,17.73,0.57,237.0,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw"
173974,20.15,15.69,0.2,223.0,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw"
173975,19.8,15.21,0.11,217.0,"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw"
173976,21.13,6.16,0.01,140.0,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw"
173977,22.24,4.4,0.0,129.0,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw"
173978,17.67,24.2,0.12,289.0,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw"
173979,14.58,36.98,0.14,392.0,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw"
173980,23.49,3.66,0.0,127.0,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
173981,23.49,2.85,0.0,120.0,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
173982,23.45,3.5,0.0,125.0,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
173983,23.46,3.81,0.0,128.0,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
173984,23.26,3.48,0.0,124.0,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
173985,23.24,3.83,0.0,127.0,"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw"
173986,23.3,2.95,0.0,120.0,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
173987,21.67,6.93,0.0,149.0,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
173988,21.72,6.67,0.0,147.0,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
173989,21.57,7.1,0.0,150.0,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
173990,21.95,6.02,0.0,142.0,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
173991,27.31,8.14,0.0,183.0,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"
173992,30.97,3.72,0.0,157.0,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"
173993,29.66,4.47,0.0,159.0,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"
173994,29.79,4.83,0.0,163.0,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"
173995,29.47,3.98,0.0,154.0,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"
173996,23.59,3.26,0.0,124.0,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw"
173997,23.59,2.45,0.0,116.0,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw"
173998,23.37,3.04,0.0,121.0,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"
173999,23.35,3.38,0.0,124.0,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw"
174000,21.78,6.16,0.0,143.0,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw"
174001,22.16,5.1,0.0,135.0,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw"
174002,23.07,5.67,0.0,143.0,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw"
174003,22.93,6.34,0.0,149.0,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw"
174004,27.51,7.49,0.0,177.0,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"
174005,27.48,8.13,0.0,183.0,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"
174006,27.55,6.54,0.0,169.0,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted"
174007,30.09,3.77,0.0,162.0,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"
174008,29.52,3.43,0.0,149.0,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"
174009,23.3,4.66,0.0,135.0,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw"
174010,22.93,6.34,0.0,149.0,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw"
174011,23.07,5.67,0.0,143.0,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw"
174012,22.01,6.05,0.0,142.0,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, choice, raw"
174013,28.73,9.16,0.0,203.0,"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked"
174014,21.34,10.08,0.0,176.0,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, raw"
174015,21.55,7.24,0.0,151.0,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, raw"
174016,25.9,5.42,0.0,159.0,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"
174017,26.13,10.16,0.0,203.0,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"
174018,19.63,5.02,0.0,129.0,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, raw"
174019,26.82,6.34,0.0,172.0,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"
174020,26.08,5.24,0.0,159.0,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled"
174021,25.77,12.93,0.0,227.0,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"
174022,25.67,9.99,0.0,200.0,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"
174023,24.61,12.26,0.0,216.0,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"
174024,29.97,15.18,0.0,265.0,"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"
174025,25.87,5.52,0.0,160.0,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"
174026,25.73,11.73,0.0,216.0,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"
174027,25.7,10.84,0.0,207.0,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"
174028,29.17,7.58,0.0,193.0,"Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned"
174029,27.31,6.37,0.0,174.0,"Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked"
174030,20.0,10.0,0.0,176.0,"Beef, ground, 90% lean meat / 10% fat, raw"
174031,26.11,11.75,0.0,217.0,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled"
174032,25.93,15.41,0.0,250.0,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled"
174033,24.62,14.02,0.0,232.0,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled"
174034,27.73,15.3,0.0,256.0,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned"
174035,25.93,14.36,0.0,240.0,"Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked"
174036,17.17,20.0,0.0,254.0,"Beef, ground, 80% lean meat / 20% fat, raw"
174037,15.76,25.0,0.0,293.0,"Beef, ground, 75% lean meat / 25% fat, raw"
174038,25.56,18.87,0.0,279.0,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled"
174039,23.45,16.44,0.0,248.0,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled"
174040,26.28,18.21,0.0,277.0,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned"
174041,23.07,3.88,0.0,133.0,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, raw"
174042,30.87,6.22,0.0,188.0,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"
174043,29.07,7.76,0.0,194.0,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"
174044,29.34,4.96,0.0,170.0,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"
174045,34.46,6.43,0.0,205.0,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised"
174046,22.19,4.31,0.0,128.0,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw"
174047,33.15,6.0,0.0,196.0,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised"
174048,21.57,3.84,0.0,127.0,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw"
174049,22.6,3.0,0.0,124.0,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw"
174050,34.66,7.36,0.0,214.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised"
174051,22.11,4.19,0.0,132.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, raw"
174052,28.0,5.72,0.0,163.0,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked"
174053,34.34,7.73,0.0,216.0,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised"
174054,29.42,5.84,0.0,178.0,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled"
174055,22.09,4.08,0.0,131.0,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw"
174056,21.96,5.05,0.0,139.0,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw"
174057,21.69,4.06,0.0,129.0,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, raw"
174058,22.22,4.96,0.0,140.0,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw"
174059,27.56,6.77,0.0,179.0,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted"
174060,29.87,5.3,0.0,175.0,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted"
174061,32.04,6.25,0.0,193.0,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled"
174062,2.61,3.94,8.28,79.0,"Soup, clam chowder, new england, canned, ready-to-serve"
174063,2.33,4.23,5.68,70.0,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve"
174064,3.29,1.34,3.84,41.0,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve"
174065,3.26,0.95,4.99,42.0,"Soup, beef and vegetables, reduced sodium, canned, ready-to-serve"
174066,0.27,0.02,38.22,154.0,"Sauce, sweet and sour, ready-to-serve"
174067,1.36,1.05,28.22,128.0,"Sauce, cocktail, ready-to-serve"
174068,3.14,9.51,11.14,143.0,"Dip, salsa con queso, cheese and salsa- medium"
174069,2.92,8.26,11.72,133.0,"Dip, TOSTITOS, salsa con queso, medium"
174070,6.31,16.02,22.02,257.0,"Sauce, peanut, made from peanut butter, water, soy sauce"
174071,1.16,0.51,10.28,50.0,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve"
