fdc_id,protein_g,fat_g,carbs_g,calories,description
169650,0.0,0.4,93.0,366.0,"Puddings, banana, dry mix, regular"
169651,5.81,29.3,62.99,539.0,"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar"
169652,6.35,28.68,60.37,525.0,"Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar"
169653,8.21,26.23,62.06,517.0,"Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar"
169654,0.0,0.7,95.4,378.0,"Puddings, lemon, dry mix, instant"
169655,0.0,0.0,99.98,387.0,"Sugars, granulated"
169656,0.0,0.0,99.77,389.0,"Sugars, powdered"
169657,2.17,0.0,89.08,365.0,"Sweeteners, tabletop, aspartame, EQUAL, packets"
169658,0.1,0.2,90.9,354.0,"Sugars, maple"
169659,0.0,0.0,76.0,281.0,"Syrups, corn, high-fructose"
169660,6.2,0.0,71.3,318.0,"Syrups, malt"
169661,0.04,0.06,67.04,260.0,"Syrups, maple"
169662,0.0,0.0,74.9,290.0,"Syrups, sorghum"
169663,6.86,24.38,62.85,488.0,"Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER"
169664,0.8,0.3,79.0,322.0,"Toppings, marshmallow cream"
169665,0.1,0.1,66.4,253.0,"Toppings, pineapple"
169666,4.5,22.0,58.08,448.0,"Toppings, nuts in syrup"
169667,0.19,4.34,90.77,405.0,"Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies"
169668,0.44,0.53,83.65,341.0,"Frostings, glaze, prepared-from-recipe"
169669,2.26,17.48,71.34,453.0,"Candies, fudge, chocolate marshmallow, prepared-from-recipe"
169670,0.03,3.33,91.56,397.0,"Candies, taffy, prepared-from-recipe"
169671,1.07,32.75,64.72,560.0,"Candies, toffee, prepared-from-recipe"
169672,9.0,14.3,71.7,436.0,"Snacks, cornnuts, barbecue-flavor"
169673,7.0,20.4,64.6,458.0,"Snacks, crisped rice bar, almond"
169674,5.65,16.57,70.2,418.0,"Snacks, granola bars, soft, uncoated, chocolate chip"
169675,6.1,15.5,70.8,427.0,"Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow"
169676,8.0,20.4,63.6,454.0,"Snacks, granola bars, soft, uncoated, nut and raisin"
169677,6.39,33.98,53.83,532.0,"Snacks, potato chips, plain, salted"
169678,7.0,37.0,50.6,551.0,"Snacks, potato chips, made from dried potatoes, cheese-flavor"
169679,8.4,3.2,81.2,385.0,"Snacks, rice cakes, brown rice, corn"
169680,8.5,3.5,80.1,387.0,"Snacks, rice cakes, brown rice, multigrain"
169681,9.8,23.8,62.3,483.0,"Snacks, granola bars, hard, peanut butter"
169682,8.5,27.2,57.7,496.0,"Snacks, potato chips, cheese-flavor"
169683,7.1,20.8,66.9,471.0,"Snacks, potato chips, reduced fat"
169684,7.74,0.7,65.0,274.0,"Snacks, potato chips, fat-free, made with olestra"
169685,2.0,1.4,90.06,381.0,"Popcorn, sugar syrup/caramel, fat-free"
169686,9.64,0.6,83.76,379.0,"Snacks, potato chips, fat free, salted"
169687,3.4,9.0,80.5,417.0,"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares"
169688,8.0,7.4,78.0,390.0,"Snacks, KELLOGG, KELLOGG'S Low Fat Granola Bar, Crunchy Almond/Brown Sugar"
169689,4.47,13.02,72.31,420.0,"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip"
169690,4.2,29.7,63.4,477.0,"Candies, semisweet chocolate, made with butter"
169691,7.8,0.0,90.5,381.0,"Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt"
169692,55.3,0.0,33.3,345.0,"Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C"
169693,55.3,0.0,33.3,345.0,"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium"
169694,8.46,3.69,76.59,363.0,"Corn flour, masa, enriched, white"
169695,5.59,1.39,82.75,375.0,"Corn flour, yellow, degermed, unenriched"
169696,8.46,3.69,76.59,363.0,"Corn flour, masa, unenriched, white"
169697,8.12,3.59,76.89,362.0,"Cornmeal, whole-grain, yellow"
169698,0.26,0.05,91.27,381.0,Cornstarch
169699,12.76,0.64,77.43,376.0,"Couscous, dry"
169700,3.79,0.16,23.22,112.0,"Couscous, cooked"
169701,1.48,0.88,14.26,72.0,"Hominy, canned, white"
169702,11.02,4.22,72.85,378.0,"Millet, raw"
169703,7.54,3.2,76.25,367.0,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)"
169704,2.74,0.97,25.58,123.0,"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)"
169705,16.89,6.9,66.27,389.0,Oats (Includes foods for USDA's Food Distribution Program)
169706,7.5,2.68,76.17,362.0,"Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)"
169707,7.51,1.03,80.89,374.0,"Rice, white, long-grain, parboiled, enriched, dry"
169708,2.91,0.37,26.05,123.0,"Rice, white, long-grain, parboiled, enriched, cooked"
169709,7.82,0.94,82.32,380.0,"Rice, white, long-grain, precooked or instant, enriched, dry"
169710,2.18,0.5,26.76,124.0,"Rice, white, long-grain, precooked or instant, enriched, prepared"
169711,2.02,0.19,21.09,97.0,"Rice, white, glutinous, unenriched, cooked"
169712,3.2,0.27,33.88,151.0,"Rice, white, steamed, Chinese restaurant"
169713,13.35,20.85,49.69,316.0,"Rice bran, crude"
169714,5.95,1.42,80.13,366.0,"Rice flour, white, unenriched"
169715,12.68,1.05,72.83,360.0,"Semolina, enriched"
169716,10.62,3.46,72.09,329.0,Sorghum grain
169717,0.19,0.02,88.69,358.0,"Tapioca, pearl, dry"
169718,13.05,2.09,72.13,336.0,Triticale
169719,11.31,1.71,75.9,342.0,"Wheat, hard white"
169720,10.69,1.99,75.36,340.0,"Wheat, soft white"
169721,13.68,2.47,71.13,339.0,"Wheat, durum"
169722,15.55,4.25,64.51,216.0,"Wheat bran, crude"
169723,8.2,0.86,78.03,362.0,"Wheat flour, white, cake, enriched"
169724,9.66,10.63,67.14,405.0,"Wheat flour, white, tortilla mix, enriched"
169725,7.49,1.27,42.53,198.0,"Wheat, sprouted"
169726,14.73,1.08,74.9,357.0,"Wild rice, raw"
169727,11.31,2.3,54.73,288.0,"Pasta, fresh-refrigerated, plain, as purchased"
169728,5.15,1.05,24.93,131.0,"Pasta, fresh-refrigerated, plain, cooked"
169729,11.26,2.1,55.72,289.0,"Pasta, fresh-refrigerated, spinach, as purchased"
169730,5.06,0.94,25.04,130.0,"Pasta, fresh-refrigerated, spinach, cooked"
169731,14.16,4.44,71.27,384.0,"Noodles, egg, dry, enriched"
169732,4.54,2.07,25.16,138.0,"Noodles, egg, enriched, cooked"
169733,14.61,4.55,70.32,382.0,"Noodles, egg, spinach, enriched, dry"
169734,5.04,1.57,24.25,132.0,"Noodles, egg, spinach, enriched, cooked"
169735,10.33,31.72,51.9,521.0,"Noodles, flat, crunchy, Chinese restaurant"
169736,13.04,1.51,74.67,371.0,"Pasta, dry, enriched"
169737,5.8,0.93,30.86,158.0,"Pasta, cooked, enriched, without added salt"
169738,13.87,2.93,73.37,352.0,"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)"
169739,10.5,1.6,74.52,345.0,Barley flour or meal
169740,10.28,1.84,78.3,361.0,Barley malt flour
169741,14.66,9.12,65.7,404.0,"Oat flour, partially debranned"
169742,5.95,0.56,80.18,364.0,"Rice noodles, dry"
169743,14.54,2.13,70.58,337.0,"Wheat, KAMUT khorasan, uncooked"
169744,5.71,0.83,27.6,132.0,"Wheat, KAMUT khorasan, cooked"
169745,14.57,2.43,70.19,338.0,"Spelt, uncooked"
169746,5.5,0.85,26.44,127.0,"Spelt, cooked"
169747,13.3,2.38,73.13,367.0,"Teff, uncooked"
169748,6.93,3.86,76.85,361.0,"Corn flour, whole-grain, white"
169749,8.46,3.69,76.59,363.0,"Corn flour, yellow, masa, enriched"
169750,8.12,3.59,76.89,362.0,"Cornmeal, whole-grain, white"
169751,5.8,0.93,30.59,157.0,"Pasta, cooked, enriched, with added salt"
169752,1.48,0.88,14.26,72.0,"Hominy, canned, yellow"
169753,2.69,0.28,28.17,130.0,"Rice, white, long-grain, regular, cooked, enriched, with salt"
169754,10.33,0.98,76.31,364.0,"Wheat flour, white, all-purpose, enriched, calcium-fortified"
169755,14.16,4.44,71.27,384.0,"Noodles, egg, dry, unenriched"
169756,7.13,0.66,79.95,365.0,"Rice, white, long-grain, regular, raw, unenriched"
169757,2.69,0.28,28.17,130.0,"Rice, white, long-grain, regular, unenriched, cooked without salt"
169758,7.51,1.03,80.89,374.0,"Rice, white, long-grain, parboiled, unenriched, dry"
169759,2.91,0.37,26.05,123.0,"Rice, white, long-grain, parboiled, unenriched, cooked"
169760,6.61,0.58,79.34,360.0,"Rice, white, medium-grain, raw, unenriched"
169761,10.33,0.98,76.31,364.0,"Wheat flour, white, all-purpose, unenriched"
169762,4.54,2.07,25.16,138.0,"Noodles, egg, cooked, unenriched, with added salt"
169763,1.99,1.85,23.44,119.0,"Potatoes, yellow fleshed, roasted, salt added in processing, frozen, unprepared"
169764,2.47,5.84,25.01,162.0,"Potatoes, yellow fleshed, french fried, frozen, unprepared"
169765,0.33,0.1,4.83,20.0,"Ginger root, pickled, canned, with artificial sweetener"
169766,0.8,0.4,4.56,22.0,"Peppers, hot pickled, canned"
169767,0.49,0.04,8.13,31.0,"Vegetable juice, BOLTHOUSE FARMS, DAILY GREENS"
169768,1.97,5.01,13.29,106.0,"Potatoes, mashed, ready-to-eat"
169769,12.73,10.67,46.66,334.0,"Macaroni and cheese, box mix with cheese sauce, unprepared"
169770,6.68,4.99,23.1,164.0,"Macaroni and cheese, box mix with cheese sauce, prepared"
169771,9.21,12.54,33.63,284.0,"Taquitos, frozen, chicken and cheese, oven-heated"
169772,9.4,12.79,33.46,287.0,"Taquitos, frozen, beef and cheese, oven-heated"
169773,8.28,5.52,13.28,136.0,"Potsticker or wonton, pork and vegetable, frozen, unprepared"
169774,13.1,4.03,52.06,297.0,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared"
169775,10.24,9.45,27.29,235.0,"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared"
169776,11.48,6.56,70.75,388.0,"Macaroni or noodles with cheese, microwaveable, unprepared"
169777,3.27,2.38,22.74,125.0,"Spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)"
169778,8.77,3.51,73.88,362.0,"Rice mix, cheese flavor, dry mix, unprepared"
169779,5.26,6.14,29.64,195.0,"Dumpling, potato- or cheese-filled, frozen"
169780,7.87,5.51,21.74,168.0,"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen"
169781,9.54,22.13,21.57,324.0,"Sausage, egg and cheese breakfast biscuit"
169782,7.96,8.53,6.96,136.0,"HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared"
169783,6.89,11.1,6.96,155.0,"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared"
169784,9.29,22.9,21.07,328.0,"JIMMY DEAN, Sausage, Egg, and Cheese Breakfast Biscuit, frozen, unprepared"
169785,11.3,26.1,57.0,512.0,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder"
169786,10.8,25.1,57.1,492.0,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder"
169787,11.1,25.7,56.3,501.0,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, powder"
169788,15.7,21.0,56.0,476.0,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler transitions, with ARA and DHA,  powder"
169789,1.97,3.34,7.19,67.0,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 24 calories ready-to-feed Low iron"
169790,1.38,3.48,7.39,66.0,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, ready-to-feed"
169791,10.8,27.0,57.0,510.0,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, powder"
169792,1.06,0.0,20.41,69.0,"Babyfood, GERBER, Banana with orange medley"
169793,20.1,8.3,0.0,155.0,"Bear, black, meat (Alaska Native)"
169794,25.6,3.1,0.0,130.0,"Bear, polar, meat, raw (Alaska Native)"
169795,69.86,5.34,0.0,327.0,"Whale, beluga, meat, dried (Alaska Native)"
169796,19.6,23.3,0.0,291.0,"Whale, beluga, eyes (Alaska Native)"
169797,26.5,0.5,0.0,111.0,"Whale, beluga, meat, raw (Alaska Native)"
169798,15.5,1.75,0.0,82.0,"Fish, blackfish, whole (Alaska Native)"
169799,0.7,0.0,10.4,44.0,"Blueberries, wild, frozen (Alaska Native)"
169800,6.7,84.4,0.0,786.0,"Caribou, bone marrow, raw (Alaska Native)"
169801,10.8,31.4,0.0,326.0,"Caribou, eye, raw (Alaska Native)"
169802,2.4,0.8,8.6,51.0,"Cloudberries, raw (Alaska Native)"
169803,13.5,0.7,4.7,79.0,"Cockles, raw (Alaska Native)"
169804,1.1,0.2,12.3,55.0,"Cranberries, wild, bush, raw (Alaska Native)"
169805,0.4,0.5,12.2,55.0,"Cranberry, low bush or lingenberry, raw (Alaska Native)"
169806,9.6,1.93,4.47,74.0,"Fish, herring eggs, Pacific, plain (Alaska Native)"
169807,44.5,34.6,0.0,489.0,"Fish, herring, Pacific, flesh, air-dried, packed in oil (Alaska Native)"
169808,0.4,0.1,8.7,37.0,"Huckleberries, raw (Alaska Native)"
169809,17.9,0.8,0.0,79.0,"Fish, lingcod, meat, raw (Alaska Native)"
169810,5.6,42.0,6.0,424.0,"Fish, lingcod, liver (Alaska Native)"
169811,9.0,1.05,53.26,258.0,"Tennis Bread, plain (Apache)"
169812,22.13,2.73,0.0,113.0,"Fish, halibut, cooked, with skin (Alaska Native)"
169813,60.62,11.43,0.0,345.0,"Salmon, red (sockeye), filets with skin, smoked (Alaska Native)"
169814,0.52,0.15,16.23,68.0,"Agave, raw (Southwest)"
169815,4.06,0.16,7.47,48.0,"Lambsquarters, steamed (Northern Plains Indians)"
169816,0.12,0.11,10.17,42.0,"Prickly pears, raw (Northern Plains Indians)"
169817,0.39,0.31,21.57,91.0,"Prickly pears, broiled (Northern Plains Indians)"
169818,2.62,0.36,35.67,156.0,"Prairie Turnips, raw (Northern Plains Indians)"
169819,2.71,0.11,7.49,42.0,"Stinging Nettles, blanched (Northern Plains Indians)"
169820,0.43,0.17,21.95,91.0,"Plums, wild (Northern Plains Indians)"
169821,7.41,34.08,51.06,541.0,"Pinon Nuts, roasted (Navajo)"
169822,28.81,4.82,0.0,159.0,"Caribou, hind quarter, meat, cooked (Alaska Native)"
169823,9.0,43.5,10.5,470.0,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)"
169824,22.1,14.65,5.55,242.0,"Sea lion, Steller, meat with fat (Alaska Native)"
169825,0.9,94.0,0.0,850.0,"Sea lion, Steller, fat (Alaska Native)"
169826,7.9,1.07,80.02,361.0,"Wocas, dried seeds, Oregon, yellow pond lily (Klamath)"
169827,14.89,52.99,22.98,628.0,"Hazelnuts, beaked (Northern Plains Indians)"
169828,0.12,0.2,0.0,2.0,"Tea, herbal, brewed, Hohoysi (Hopi)"
169829,7.83,1.4,58.12,276.0,"Tortilla, blue corn, Sakwavikaviki (Hopi)"
169830,3.1,1.53,39.84,186.0,"Bread, blue corn, somiviki (Hopi)"
169831,26.85,9.08,0.0,189.0,"APPLEBEE'S, 9 oz house sirloin steak"
169832,11.87,19.02,20.87,302.0,"T.G.I. FRIDAY'S, FRIDAY'S Shrimp, breaded"
169833,3.74,14.82,36.9,296.0,"T.G.I. FRIDAY'S, french fries"
169834,15.82,18.76,25.33,333.0,"T.G.I. FRIDAY'S, fried mozzarella"
169835,5.03,3.45,17.4,121.0,"T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu"
169836,3.49,14.04,37.2,289.0,"Restaurant, family style, french fries"
169837,18.68,17.45,18.77,307.0,"Restaurant, family style, chicken fingers, from kid's menu"
169838,12.67,18.67,22.29,308.0,"Restaurant, family style, shrimp, breaded and fried"
169839,5.42,6.06,18.8,151.0,"Restaurant, family style, macaroni & cheese, from kids' menu"
169840,4.58,19.61,40.17,356.0,"APPLEBEE'S, crunchy onion rings"
169841,19.62,16.24,17.98,297.0,"APPLEBEE'S, chicken tenders platter"
169842,18.06,15.48,20.29,293.0,"CRACKER BARREL, chicken tenderloin platter, fried"
